GDP per capita,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
South Sudan,2073.988134,2158.419145,2040.41982,1966.186208,2049.608799,1971.409711,1859.266184,1921.110934,1985.76945,1849.524597,1922.242627,1828.045376,1623.540099,1734.000745,1895.059628,2174.295316,2426.509243,2306.77046,1991.674725,1939.666902,1916.009058,2087.870806,1995.535648,1828.98522,1647.593587,1661.92125,1660.806333,1646.04236,1734.208293,1547.89663,1606.861486,1643.599158,1646.682022,1634.086245,1639.273432,1678.943851,1797.819028,1851.13995,1936.58992,2064.160279,2129.331421,2195.653588,2288.338862,2341.569567,2477.189272,2657.408223,2888.332074,2903.839986,2914.892661,2968.423103,3504.772202
Spain,6250.411681,6911.628725,7551.65868,8213.007044,8662.86114,9204.068714,9703.144372,10165.30475,10972.73202,11494.97474,12039.4923,12914.14037,13936.55183,14824.426,15182.54466,15642.71093,16068.0002,16413.50346,16495.52728,16740.05056,16709.49526,16904.66378,17240.82926,17410.31699,17684.62459,18187.09968,19136.75763,20093.48863,21067.75015,21928.59501,22423.84361,22581.84064,22304.83515,22799.9377,23394.0214,23925.36825,24818.08749,25896.79254,27052.91449,28417.07134,29402.29673,30147.21916,31031.91475,31994.22674,33102.43824,33927.47104,34477.79952,34236.41691,32714.02451,32507.1977,32605.68337
Sri Lanka,1761.335155,1777.348393,1769.151163,1810.033675,1823.585526,1761.201077,1878.322225,1972.579151,2006.768778,2059.276995,2002.773716,2007.150186,2052.305163,2086.917641,2102.383252,2129.121732,2231.09055,2328.470932,2433.552807,2522.964784,2638.853337,2726.187443,2827.724494,2930.226916,3013.490121,3119.436483,3104.472363,3140.863491,3179.389762,3340.417119,3454.280482,3562.628983,3757.50856,3913.075907,4076.694857,4184.634701,4407.471341,4569.184245,4720.656145,4958.657321,4839.271325,4987.918645,5238.066859,5475.599256,5758.130492,6151.401923,6518.3432,6852.409755,7039.660218,7544.742107,8111.554142
Sudan,2119.114516,2205.382599,2084.815814,2008.967007,2094.204729,2014.304164,1899.720588,1962.910974,2028.976346,1889.767042,1964.06729,1867.82047,1658.865513,1771.729592,1936.292837,2221.604207,2479.305873,2356.961781,2035.01011,1981.870687,1957.69809,2133.299251,2038.95504,1868.780764,1683.442364,1698.081771,1696.942597,1681.857384,1771.941655,1581.576174,1641.824003,1679.361023,1682.510964,1669.641125,1674.941176,1715.474755,1836.93645,1891.417542,1978.726755,2109.072823,2175.661977,2243.427199,2338.129144,2392.518057,2531.088611,2686.82711,2841.182819,2853.427133,2924.906681,2922.881554,3524.048614
Suriname,6985.797552,7140.319042,7298.258452,7459.691383,7624.69511,7793.348617,7965.732634,8141.929678,8322.024091,8506.102081,9007.252553,9442.029554,9877.599179,10223.5543,9286.54797,10212.36705,11360.26927,12056.56785,11374.95391,10370.90182,11008.4736,10397.15774,9816.616275,9465.810824,10623.20918,10307.7579,9448.438017,10173.68253,10547.64495,10057.76167,10227.20477,10247.94513,9647.747391,9264.224458,9450.145747,9470.336161,9587.669379,9782.662822,9451.972983,9738.535016,10227.10344,10413.33507,11057.20046,11801.75578,12408.83222,12975.73014,13484.57813,13851.74236,14076.25028,14462.33963,14942.41048
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,1955.703562,2310.099668,2381.50673,2662.563676,2999.896454,3047.749431,3252.119072,3022.161,3067.521043,3873.009006,3833.209996,4187.686039,4295.361385,4648.829807,4684.154028,4702.913056,4706.130554,4684.644713,4606.759004,4560.961166,4720.729362,4847.975426,4707.499502,4636.996889,4751.468707,4745.494912,4959.307065,4620.80822,4713.829364,4632.872189,4537.856263,4421.89145,4431.888271,4556.133937,4693.914044,4755.472122,4824.807551,4879.094203,4965.123107,5004.588247,5036.087593,5137.621709,5235.549257,5334.315501,5456.079341,5550.77088,6251.915007,6373.310951,6377.941078,6425.937798,6366.949921
Sweden,16259.05431,16863.93729,17480.30551,18689.75085,19392.82425,19459.76277,19938.84105,20625.24013,21387.47334,22268.36324,22485.58768,22509.0184,23432.50364,25255.54276,25554.28676,25571.08714,24744.90706,24955.23465,25997.10167,26172.49403,26022.50078,26578.98665,26949.67878,28028.53794,28333.65378,29264.41081,30009.78998,30711.50485,31268.75362,30999.51864,29727.91796,29711.6281,29013.18715,30031.47665,31399.22462,31824.48444,32623.63446,33634.0934,34893.39247,36606.56513,36947.42519,37641.0668,38306.03496,39803.26144,40894.673,42449.49496,43574.88602,42899.25764,40395.98997,42584.10695,43874.92379
Switzerland,28945.92547,29509.03162,30297.88283,31359.20792,32050.57274,32544.9135,33170.45685,33973.47925,35425.62903,37354.18172,38409.1852,39278.44009,40226.8443,40692.74023,38062.20329,37943.53563,38971.05631,39030.48327,39887.95087,41498.72509,41889.9963,41015.38207,41014.18914,42070.4199,43282.79904,43724.50603,43736.46536,44732.87797,46263.48221,47483.13932,46518.2824,46032.6821,45518.6833,45639.95563,45540.5143,45625.66341,46413.68313,47719.61042,48167.56518,49665.68394,49929.24179,49801.52976,49371.59237,50354.89874,51302.23911,52912.89588,54581.89972,55146.27434,52744.48788,53757.6379,54214.91886
Syria,2226.877156,2955.052893,2597.655558,2916.789562,2831.4563,2522.594374,2599.600724,2618.044589,3031.614272,2601.058314,2763.120319,3338.62768,2951.005781,3541.076963,4092.864346,4393.618547,4197.815217,4416.949449,4427.821827,4793.282636,5070.733262,5000.442107,4898.03068,4540.460013,4660.66118,4290.152649,4237.931709,4656.611453,3750.37878,3808.523874,3990.902649,4399.105339,4497.693711,4692.720111,4894.230824,5246.394057,5384.751685,5620.044027,5290.670345,5187.929836,5232.106289,5474.268334,5340.634591,5546.072356,5738.022922,5888.475616,6093.623693,6245.846762,6496.548778,6602.505848,6358.276289
Taiwan,2671.799178,2827.512654,3117.371322,3431.480387,3597.169499,3864.834918,4177.357169,4494.813132,4807.494744,5182.655881,5798.811488,6575.068797,7188.29726,6797.662838,7111.061159,8224.177438,8988.147601,9965.690727,10439.80428,10697.80969,11226.62499,11566.40459,12565.84289,13670.65323,14037.5395,16125.60633,17595.33376,17932.57001,19439.01801,20432.46612,21995.56145,23207.46525,24595.21094,26090.58114,27307.0259,28866.44195,30612.51691,31878.69978,32852.32116,34204.65269,32911.68268,34259.09985,34839.8933,36032.2359,36824.59525,37661.04542,38760.85564,36526.29011,36491.02349,39084.93808,39059.09655
Tajikistan,3746.86847,3785.621631,3643.876335,4058.719713,4236.798075,4392.289016,4537.905072,4756.37775,4777.772161,5097.532855,5181.867946,5159.60258,5540.300217,5500.210748,5321.726792,5376.554135,5312.054807,5257.50717,5053.677477,4888.134289,4765.183479,4715.988338,4699.819407,4592.660973,4473.02183,4495.895797,4397.767489,4339.367075,4268.198171,4030.105735,3587.589553,2376.911117,1960.849746,1519.520934,1309.875721,1072.929313,1071.968554,1107.841283,1126.403908,1194.883031,1289.149809,1382.022289,1490.995549,1614.316178,1685.840176,1767.190369,1864.850626,1969.114958,2003.536196,2109.501578,2212.06486
Tanzania,856.2285304,907.5924617,936.9465258,959.4260922,964.7745125,1056.340438,1066.250415,1088.243508,1075.113332,1103.113352,1114.714464,1151.435943,1150.016516,1140.626216,1165.048701,1212.41744,1209.897706,1208.41452,1187.735587,1163.171038,1116.931887,1098.963734,1062.262092,1057.062032,1024.115228,1026.668726,1045.639152,1056.809625,1061.526006,1069.505255,1061.744175,1037.921357,1016.432008,994.198254,998.122136,1022.737406,992.0438919,1003.26961,1013.311102,1038.615639,1078.027635,1130.178218,1168.871439,1222.454422,1279.673482,1328.50989,1383.800654,1444.52116,1487.276844,1545.28671,1595.921741
Thailand,1538.472037,1607.785426,1685.554767,1746.570545,1829.422876,1975.388944,2078.252336,2184.114178,2288.487139,2369.907795,2412.440718,2445.464085,2620.774663,2671.671068,2739.812096,2925.355442,3146.309111,3387.342739,3491.425693,3572.839311,3711.98995,3839.340516,3983.007303,4142.15192,4266.419222,4434.486975,4784.944352,5342.710847,5910.088816,6480.675429,6943.058162,7406.690394,7925.04923,8530.102038,9199.813768,9627.530406,9389.117694,8316.333424,8608.600294,8949.194064,9073.999012,9486.274783,10063.51527,10620.23775,11019.644,11505.17028,12045.35465,12276.1492,11964.5902,12827.76249,12798.02839
Timor-Leste,737.9795867,739.157021,740.3344553,741.5118896,742.6893239,743.8667582,745.0441925,746.2216268,747.3990611,748.5764954,749.7539296,750.9313639,752.1087982,773.9540839,795.7993696,817.6446553,839.4899409,861.3352266,883.1805123,905.025798,926.8710836,948.7163693,970.561655,992.4069406,1014.252226,1036.097512,1057.942798,1079.788083,1101.633369,1123.478655,1204.053783,1282.844464,1366.874305,1465.932805,1586.418768,1765.15382,1869.211723,1866.016448,1215.510218,1372.872506,1564.689646,1414.436083,1333.260375,1291.866066,1353.774947,1270.315413,1375.060406,1529.667412,1674.97054,1781.909176,1939.614423
Togo,1414.566665,1431.819655,1465.206721,1634.875519,1811.182058,1927.478864,1981.810863,2027.786059,2188.512764,2090.75646,2188.479397,2212.589098,2074.686096,2113.031538,2052.233372,1995.272327,2055.820768,2212.52083,2290.123251,2131.914138,1940.37526,1803.40081,1647.088964,1637.724897,1655.296126,1647.553333,1612.439728,1625.68577,1627.32918,1556.018621,1493.696274,1387.242351,1166.439006,1361.342431,1376.2043,1440.191056,1317.481839,1251.262703,1251.6022,1194.185571,1168.980018,1188.633877,1216.822492,1211.599022,1191.02051,1208.70533,1205.88174,1204.108942,1219.974504,1241.169561,1273.291755
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,1691.658662,1712.387478,1733.370296,1754.610227,1776.110423,1797.874073,1819.904405,1842.204686,1864.778225,1887.628369,1910.758509,1934.172075,1957.87254,2042.604325,2112.213414,2127.03187,2210.181072,2224.399916,2243.700611,2589.225693,2962.674212,3433.168796,3680.153248,3787.318673,4064.104911,4156.591135,4270.09775,4165.340123,4152.219356,4038.915904,4268.936003,4251.00245,4381.586225,4573.181268,4689.993956,4741.840823,4630.028899,4741.177192,4928.40527,5103.476529,5249.422241,5310.233854,5461.195709,5505.167952,5363.267064,5100.367232,4958.197663,4963.449417,4989.547557,5049.816314,5102.89394
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,8175.309896,8358.416744,8620.952461,8726.430579,9020.824136,9283.029747,9401.803899,9859.504387,10132.97984,10578.52982,10613.95662,11071.27644,11144.61425,11616.61229,11699.80734,12636.10933,13212.09594,14523.7228,14948.16206,15886.32799,16416.00092,15252.51725,13849.01624,14463.36203,13681.67082,13075.92803,12357.51546,11807.19968,11692.18707,11897.51177,12374.2917,12328.06774,12276.45648,12887.96512,13499.10496,14132.11124,14705.68043,15503.93777,16645.02803,17556.19669,18432.60805,19167.98667,21793.58169,23379.30936,25676.39787,28990.48769,30246.54742,31143.00998,29741.12374,29631.84881,28743.43549
Tunisia,2367.222761,2273.991686,2565.188066,2619.767288,2725.301271,2727.386153,2646.607516,2860.713195,2901.859582,3012.234805,3268.297339,3770.967508,3661.867729,3863.38606,4033.171478,4236.249804,4274.428837,4452.691078,4635.551173,4853.566954,4995.420681,4876.182005,5011.02776,5058.108093,5213.392501,5008.548542,5218.843007,5112.125968,5197.306083,5502.082211,5604.337423,5919.607319,5932.198316,6011.044717,6054.804121,6393.413093,6649.318676,6879.094109,7201.007401,7455.329543,7680.40778,7725.790229,8093.50058,8468.308128,8707.045123,9109.349433,9584.581145,9937.702309,10187.08886,10408.9297,10235.03337
Turkey,4771.817021,4929.224167,5269.182381,5375.350308,5384.432422,5985.760065,6097.173321,6372.16236,6545.19247,6814.463199,6837.087822,7260.405669,7516.729322,8068.661297,8459.556205,9225.18112,8940.673883,8470.724453,8225.844895,7889.524194,8581.930935,8383.466305,8593.938258,8856.047284,9221.00994,9613.700671,10411.56966,10479.02985,10156.05328,10723.61567,10620.55797,10974.70623,11627.3609,10911.35162,11588.16824,12250.71081,12976.03305,13072.91355,12443.08112,13090.29857,12166.18791,12732.94468,13217.17836,14258.46812,15251.65335,16093.18942,16633.60042,16536.88486,15544.95896,16757.53419,17997.82421
Turkmenistan,7234.578265,7309.404157,7035.717624,7836.711017,8180.550641,8480.777721,8761.938046,9183.77236,9225.0814,9842.485982,10005.32298,9962.332272,10697.39593,10640.33809,10314.78067,10441.01624,10335.52689,10248.99481,9870.524876,9565.489064,9342.755943,9264.018739,9249.946021,9056.361316,8837.342709,8899.553986,8721.990214,8622.655712,8497.48795,8038.846728,7471.451283,6205.877567,6162.34582,4988.360342,4535.343668,4743.987263,4121.677616,4329.937602,4949.152551,5153.028919,5265.277935,5262.065733,5517.99721,6214.791715,6652.470309,7265.800652,7942.117472,8969.848679,9370.048581,10067.243,11360.51105
Turks and Caicos Islands,2433.794778,2482.23967,2531.648861,2582.041547,2633.437303,2685.856097,2739.318291,2793.844654,2849.456369,2906.17504,3149.95781,3382.973912,3616.952789,3867.574383,4149.254897,4470.598838,4829.987966,5215.937189,5607.952991,5989.741745,6349.168152,6692.257006,7040.981166,7428.761196,7871.470798,8379.113599,8938.915431,9556.544567,10202.41202,10750.85142,11225.97858,11611.63132,12229.4341,13054.75208,13316.72189,13961.71544,14439.92892,15428.66143,16100.40119,16098.77483,16304.76395,15544.18021,16045.28887,17012.75133,18733.5176,20689.99075,21457.88088,22430.59713,19240.49213,20094.9738,20878.38442
Tuvalu,1624.248726,1636.78515,1649.321573,1661.857996,1674.394419,1686.930843,1699.467266,1712.003689,1724.540112,1737.076535,1757.457779,1756.442379,2328.248568,2658.25203,2634.578599,2620.783789,2661.846154,2787.654989,2819.286212,2588.274656,2374.737996,1888.215042,1853.090821,1958.135584,1888.164015,1844.901784,1991.968519,2159.96772,2082.38634,2369.283753,2440.699557,2495.814312,2585.627669,2839.106248,2685.62537,2515.438706,2756.94536,3172.024081,3109.096494,3064.209833,3097.183526,3320.746089,3189.964086,3128.561025,2995.404267,3047.527959,3230.441115,3479.782322,3318.747485,3221.923174,3488.248359
Uganda,803.2966868,812.3763498,879.6410561,919.3306843,912.4103619,940.9358212,962.3499376,957.7736748,1031.891699,1017.459227,1020.828358,1006.625547,981.762337,961.7391004,918.6786718,902.4578144,893.3325843,823.0734982,715.5504634,676.3187482,685.6380636,722.3737277,753.6946563,667.5889523,658.6067333,638.7033837,654.0377711,674.2282267,696.7988673,700.1770982,684.0352551,682.0388312,713.87054,733.76518,799.5542516,845.978959,864.5610821,879.5443461,916.725534,933.010716,949.2438957,982.2577347,992.7191235,1016.125971,1049.256633,1112.167287,1168.634116,1218.240748,1262.982077,1291.143945,1334.104877
Ukraine,5854.461382,5915.012982,5693.536737,6341.727234,6619.973695,6862.927435,7090.451722,7431.814081,7465.24273,7964.867055,8096.640171,8061.85066,8656.688624,8861.168841,8840.105334,9208.779446,9381.100304,9573.357774,9488.228207,9462.674728,9511.381343,9705.767265,9973.130562,10048.65429,10091.08163,10457.93943,10547.64084,10731.06047,10883.13488,10595.44156,9653.427057,8674.470636,7440.113453,5764.04408,5099.379211,4628.707382,4529.297856,4481.600264,4513.44824,4826.525799,5324.570063,5654.086693,6236.252805,7043.822362,7282.145422,7879.795919,8530.3908,8778.240536,7516.306995,7855.374967,8295.169171
United Arab Emirates,2100,2300,3000,8500,14000,19500,25000,31129.26211,37258.52422,43387.78633,41998.99144,40299.75959,61697.76838,150978.1063,169716.7317,166953.3518,169195.5816,144617.9563,160919.1957,184563.1049,183060.4138,159736.1039,146347.3105,141191.7688,130649.977,101080.85,102184.3698,83383.05176,92869.72446,115747.5815,110532.4768,108272.7463,104047.3558,105690.9806,107273.8085,107774.9752,110426.4446,104936.7248,102752.2376,108909.0175,106704.1086,106186.2511,110549.4145,111543.925,103139.7986,96399.73745,83655.03772,73611.39027,61725.27965,57379.97174,56376.76992
United Kingdom,13751.50457,13773.81736,14276.63696,14957.16086,15190.38655,15399.78478,15688.92275,16272.67101,16535.94568,16855.13263,17117.38123,17689.15877,18919.73373,18666.71968,18554.03194,19046.49319,19507.68396,20142.11647,20658.9915,20196.56294,19919.88431,20360.52125,21089.05837,21616.61749,22337.36956,23180.35339,24186.69292,25353.766,25859.56607,25987.79134,25535.7537,25508.37574,26016.99341,27061.21583,27808.82469,28542.81785,29443.9941,30490.17093,31492.24334,32783.20942,33686.24236,34461.35946,35536.41263,36409.33143,36926.23904,37670.67199,38719.48726,38035.51058,36140.17726,36546.59583,36628.63199
United States,18419.1515,19231.71362,19776.11408,20633.90828,21677.47711,22832.51073,23149.13533,24010.16039,24520.63679,24279.93748,24722.56574,25756.44199,26959.93856,26640.0831,26305.68875,27421.95201,28378.28753,29680.32543,30352.34499,30009.87349,30460.57891,29602.78471,30563.96654,32507.33079,33466.89719,34305.3062,35197.02447,36345.59636,37250.23807,37478.91908,36884.81136,37615.29635,38188.98572,39275.64842,39799.92206,40810.81361,42121.15123,43444.53129,45021.77601,46366.01269,46405.04152,46810.24972,47588.87535,48785.71368,49822.56981,50655.96145,51136.37009,50484.28453,48299.21571,49256.68231,49803.49286
Uruguay,8043.95002,7759.592601,7698.027884,7759.301236,7762.014645,7944.887267,7539.770304,7582.159547,7971.574552,8279.96437,8193.858436,7898.144599,7945.093465,8182.919193,8658.698265,8957.875365,9007.282504,9428.989145,9956.614734,10505.40003,10650.17185,9583.202483,8966.669729,8816.358151,8891.053983,9619.692812,10320.16566,10257.79668,10321.49839,10339.56885,10564.49868,11268.21546,11538.16377,12086.72539,11764.06929,12265.01178,12782.14084,13280.43922,12832.75746,12591.14357,12092.44599,10700.43902,10876.05619,12096.328,12831.66071,13322.34124,14153.51266,15123.02716,15438.25774,16753.134,17644.97648
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,2447.382306,2472.695124,2380.109828,2651.077531,2767.394886,2868.958574,2964.072176,3106.774321,3120.748738,3329.610264,3384.69632,3370.153012,3618.817375,3621.157372,3531.468563,3596.180596,3581.250652,3572.619346,3461.378524,3374.577465,3315.817366,3307.641236,3322.473657,3272.498559,3212.556654,3254.623194,3208.864979,3191.392862,3163.975821,3011.200834,2923.418254,2541.527375,2434.100481,2265.104987,2206.910694,2208.410352,2286.142208,2348.820291,2413.330364,2470.100082,2540.255789,2604.661455,2675.496678,2834.729305,2983.367035,3165.051521,3413.682258,3668.786096,3902.644075,4160.081642,4412.474193
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,1470.680606,1488.197363,1505.922757,1523.859271,1542.00942,1560.375749,1578.960834,1597.767279,1616.79772,1636.054827,1655.541298,1675.259865,1695.213294,2208.05907,2040.51681,2015.919593,1935.574426,2208.118203,2228.346261,1920.06598,1949.417766,2105.831838,2495.378513,2605.569311,2573.381633,2462.448082,2415.133315,2370.689908,2390.205098,2437.633605,2655.499816,2557.867389,2593.981801,2586.585237,2641.208107,2770.557003,2852.801345,2923.782691,2778.987888,2794.654638,2655.936569,2402.641642,2414.9617,2481.422248,2582.808194,2738.724529,2816.043871,2930.757224,2959.944047,2941.091961,2916.421257
Venezuela,12536.59227,12708.05631,12607.92115,13947.0535,14219.5851,13970.30411,14395.57915,14943.22711,14932.82777,15578.72412,15734.51403,15849.67835,16553.84454,17229.78029,17899.15574,19144.25357,19830.77065,19679.08686,19322.36559,18292.74174,17696.38821,16826.05845,15151.88924,14333.78371,13984.24589,14200.11062,14911.734,15616.21708,14222.89451,14636.47888,15454.50617,16194.67628,15894.3021,14954.71045,14989.92422,14673.27792,15337.06297,15109.26364,13948.62847,14233.78711,14490.69928,12982.75766,11784.70396,13761.84329,14900.29076,16154.42799,17279.83464,17897.12909,17047.70574,16530.63778,16959.8443
West Bank and Gaza,1722.922577,1734.183509,1745.444441,1756.705373,1767.966305,1779.227236,1790.488168,1801.7491,2006.309453,2162.330062,2405.028786,2751.741249,2527.533856,3039.512594,2972.481517,3396.626431,3293.7684,3649.726529,3627.768073,4129.345436,3801.124304,3998.750408,3723.691854,3799.968596,3656.660778,4227.580634,3987.193326,3856.598299,3778.01014,4359.33137,3902.826627,4593.940137,4853.974484,5242.292443,5313.946352,5228.423944,5631.76611,6095.205102,6403.779195,5840.949296,4807.746156,4174.418056,4278.431795,4390.535492,4506.106313,4192.888252,4014.595683,3563.819118,4187.253213,4162.701637,4358.655078
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,1127.875264,1229.554651,1225.503064,1243.653295,1217.780496,1193.422072,1014.673603,971.2913394,1026.538994,1020.939717,1047.413099,1114.016496,1161.259222,1088.151173,986.0797071,1124.170046,1136.369197,1119.032,1104.283188,1051.682224,1065.163847,1126.333782,1161.799444,1237.537009,1282.380186,1289.876826,1307.19367,1355.96583,1383.637681,1423.588313,1476.509049,1575.104378,1671.201673,1786.360159,1924.071684,2070.968279,2207.159732,2302.804642,2381.917709,2512.354956,2654.055698,2810.048927,2981.534254,3180.185872,3411.319121,3645.971658,3907.890074,4105.260597,4272.510285,4508.253629,4716.9762
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Democratic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",1468.15052,1477.249161,1490.302643,1497.680324,1508.943902,1525.696537,1543.127586,1557.102309,1575.717049,1862.7871,2141.359767,2263.489766,2483.841822,2568.537108,2701.184945,3033.033175,3273.913656,3454.738217,3547.043596,3468.894854,3579.045942,3538.350704,3636.10361,3668.564281,3531.655531,3499.337358,3527.94535,3560.411268,3563.433426,3441.27073,3482.3187,3578.46572,3535.718231,3597.808126,3644.456472,3676.190274,3746.011554,3856.857495,3891.743985,4017.478011,4052.916346,4094.086101,4129.476579,4177.198503,4295.366582,4319.576782,4354.107118,4420.095163,4493.934365,4534.22381,3760.671106
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,3650.079759,3575.094836,3586.657795,3835.244717,4198.933254,4660.33171,5297.263214,5356.871951,4729.01243,4743.867706,4687.298366,4978.578227,4736.04991,4733.807737,4548.121584,4520.709795,4237.297794,4064.452548,3778.366419,3799.940051,3647.195837,3617.520431,3605.306032,3471.469889,3363.407925,3347.478877,3336.473649,3301.989668,3239.492847,3175.467156,3033.133155,2906.940006,3029.112255,2700.379967,2566.044175,2662.784282,2675.777542,2554.361298,2542.098137,2566.240432,2627.847604,2652.791586,2705.229373,2807.201633,2884.295873,2988.231234,3096.236421,3196.337329,3299.640975,3435.643583,3557.378333
Zimbabwe,2081.188719,2057.536662,2028.608897,2031.563076,2111.699436,2040.927465,1979.494391,1684.581196,2179.897272,2590.943448,2724.709909,2855.471768,2841.930228,2815.935565,2748.527204,2639.590008,2396.928442,2270.610845,2278.455622,2430.351256,2632.912168,2598.226174,2536.482908,2392.092785,2462.243929,2423.288945,2364.214873,2457.911065,2505.514604,2603.666325,2678.250487,2381.710073,2357.475821,2526.105071,2484.294264,2693.834818,2720.188358,2756.63553,2699.822791,2592.337035,2612.292971,2369.758292,1962.021223,1845.172303,1737.391864,1675.443763,1612.225793,1322.806335,1390.560438,1502.413466,1625.911857
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
